"","approx_year_built","cats_allowed","common_charges","community_district_num","coop_condo","date_of_sale","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_floors_in_building","num_full_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","listing_price_to_nearest_1000","zipcodes"
"174",1958,"no",630.55,30,"co-op",16975,"other","no","oil","NA","efficiency",606,2,6,1,4,145.956666666667,49.59,285000,1000,3041.12,98,312470,11372
"175",1955,"no",635.96,26,"co-op",16976,"combo","no","gas","NA","efficiency",670,1,2,1,3,56.54,50,186500,718.49,2383.35,55,199963.666666667,11364
"176",1950,"yes",633.12,26,"co-op",16976,"formal","no","gas","NA","eat in",463,2,2,1,4,9,60,212000,760.67,2617.10666666667,76,222415,11364
"177",2007,"no",411,25,"condo",16976,"formal","no","gas","NA","eat in",705.13,2,5,2,6,112.93,33.14,495000,1000,200,82,531220,11365
"178",1955,"no",887.27,28,"co-op",16976,"formal","no","gas","NA","efficiency",1117,2,9,1,5,148.96,49.32,505000,1117.28,3476.32,98,479995,11375
"179",1950,"no",615.55,26,"co-op",16979,"combo","no","oil","NA","efficiency",614,1,2,1,3,53.3925,50.18,125000,649.07,2212.36666666667,82,161810,11361
"180",1965,"no",1030.04,28,"co-op",16979,"formal","no","gas","NA","efficiency",1880,3,29,3,6,159.508888888889,47.74,755000,1640.53875,4468.74,92,753480,11375
"181",1952,"yes",622.79,11,"co-op",16979,"combo","no","gas","NA","efficiency",638.84,1,6,1,4,95.7621666666667,49.535,127000,675,2121.53133333333,94,174000,11372
"182",2002,"no",352.71,25,"condo",16979,"combo","no","gas","NA","efficiency",617.49,2,7.29,2,5,128.348888888889,40,560000,938.36,3626.116,96,599910,11355
"183",1950,"yes",439.44,26,"co-op",16980,"combo","yes","gas","NA","eat in",789,3,2,1,5,58.17,39,301000,856,1816.66,58,291123,11004
"184",1950,"no",691.4,26,"co-op",16980,"combo","no","gas","NA","eat in",632,2,2,1,5,44.838,50.42,220000,826.09,2696.87666666667,70,227330,11364
"185",1964,"no",864,27,"condo",16981,"formal","no","oil","NA","efficiency",1277.75,3,6,2,6,30,47.03,355000,1408.27,4958,77,399615,11414
"186",1947,"yes",646.78,28,"co-op",16981,"combo","yes","gas","NA","eat in",667,1,6,1,4,131.386666666667,49.8,220000,800,2614.47,94,239423.333333333,11374
"187",1920,"yes",603.29,28,"co-op",16981,"combo","yes","oil","NA","efficiency",592,1,4,1,1,145.324666666667,50,125000,618.32,2024.30666666667,99,183106.666666667,11375
"188",1954,"yes",468,26,"condo",16982,"formal","yes","oil","NA","eat in",1052.56,2,2,2,5,103.325,39.16,540000,1216,3048,82,525686.666666667,11365
"189",1955,"no",554.79,29,"co-op",16982,"other","no","gas","NA","eat in",558,1,7,1,3,63.92,47.04,108000,800,1939.32,69,169943.333333333,11423
"190",2007,"yes",421,25,"condo",16982,"combo","no","gas","NA","efficiency",537.62,2,4,2,6,127.17,34.36,475000,900,240,82,518200,11365
"191",1963,"no",603.89,28,"co-op",16982,"formal","no","none","yes","eat in",435,1,6,1,2,130,49.545,160000,580.893333333333,2112.22666666667,88,176460,11374
"192",1990,"no",198,28,"condo",16982,"formal","no","gas","NA","eat in",750.86,3,3,1,6,169.97,31.64,160000,1000,1024,90,327180,11433
"193",1955,"yes",780.16,28,"co-op",16982,"other","no","oil","yes","combo",806,2,6,1,5,130,50,276000,1016.93,2766.18,90,284720,11435
"194",1963,"no",587.16,29,"co-op",16982,"combo","no","gas","NA","eat in",661,1,7,1,4,116.744166666667,47.805,120000,850,1965.83,93,181100,11432
"195",1936,"yes",777.06,28,"co-op",16983,"formal","yes","gas","NA","efficiency",941,2,6,1,4,106.69,49,315000,1050,3105.245,84,287700,11415
"196",1950,"yes",490.03,25,"co-op",16987,"combo","no","oil","yes","eat in",928,2,2,1,5,20,40,238888,800,2234.725,89,237123,11357
"197",1960,"yes",431.42,27,"co-op",16988,"formal","no","gas","NA","efficiency",673,1,6,1,4,70,40,123000,675.87,1580.978,77,174505,11414
"198",1955,"no",497.8,28,"co-op",16988,"combo","no","oil","NA","combo",509,0,6,1,2,132.622,43.37,119000,525.105,2039.26,93,160170,11375
"199",1960,"yes",569.01,27,"co-op",16990,"combo","no","oil","NA","efficiency",593,1,6,1,4,30,49.28,124000,648.94,2188.958,77,165545,11414
"200",1956,"no",644.79,28,"co-op",16990,"combo","no","gas","NA","efficiency",622,1,8.728,1,3,165.266666666667,49.53,275000,800,2997.65,97,297080,11375
"201",1955,"yes",755.73,28,"co-op",16993,"combo","yes","oil","NA","efficiency",913,2,6,1,4,132.52,49.76,380000,990.185714285714,3245.86,92,352960,11375
"202",1954,"yes",715.82,27,"co-op",16994,"combo","yes","gas","yes","eat in",706,1,6,1,4,85,50,125000,735.39,2170.01,83,174935,11432
"203",1935,"yes",537.09,11,"co-op",16994,"formal","no","gas","NA","combo",523,1,6,1,4,165.206666666667,46.03,281000,766.78,2466.23,93,307610,11377
"204",1950,"yes",490.246666666667,25,"co-op",16995,"formal","no","oil","NA","efficiency",913,2,2,1,4,41.36,40,219000,841.63,2180.42,81,232763,11357
"205",1950,"yes",896.122,25,"co-op",16996,"formal","yes","gas","NA","efficiency",1299,3,2,1,6,61.59,50,286000,1135.29,3701.77,63,312960,11367
"206",1960,"no",815.2,24,"co-op",16996,"combo","no","gas","NA","eat in",783,3,6,1,6,51.255,49.175,272000,1066.68,3122.745,73,280200,11421
"207",1960,"no",721.27,24,"co-op",16996,"combo","no","gas","NA","efficiency",722,2,6,1,4,55.0966666666667,50.16,247000,889.61,3110.21,81,261175,11378
"208",1991,"yes",294,24,"condo",16996,"combo","yes","gas","NA","combo",462.605,1,4,1,3,163.69,39.25,247000,602.326428571429,1830,97,340336.666666667,11368
"209",1960,"yes",736.42,26,"co-op",16997,"formal","no","gas","NA","eat in",1444,2,6,2,5,26,47.67,319000,1200,3655.71285714286,80,331000,11360
"210",1937,"no",680.21,25,"co-op",16997,"formal","no","gas","NA","combo",773,1,2,1,4,80.94,50.0055555555556,157000,788.683333333333,2427.99,87,200990,11367
"211",1955,"no",644.41,26,"co-op",17000,"combo","no","gas","NA","combo",644,2,2,1,4,33.418,50,155000,679.2,1882.13,71,181197,11427
"212",1944,"yes",576.42,28,"co-op",17000,"combo","yes","gas","NA","efficiency",519,0,6,1,1,153.63,50,150000,500,2018.7,98,185056.666666667,11375
"213",1938,"yes",671.51,28,"co-op",17001,"formal","yes","oil","NA","efficiency",789,2,6,1,4,162.28,50.05,257000,897.865714285714,2774.37,91,276260,11415
"214",1992,"yes",261,24,"condo",17001,"combo","yes","gas","yes","efficiency",490.803333333333,2,3,1,4,150,37.94,332000,782.42,1660,93,382320,11368
"215",2015,"no",240,24,"condo",17001,"combo","no","gas","NA","eat in",637.97,2,5.51,2,6,210.28,33.61,648000,977,36,95,657550,11374
"216",1960,"yes",654.76,27,"co-op",17002,"formal","no","oil","NA","efficiency",731,2,6,1,4,20,50,130000,788.65,2617.02,77,198840,11414
"217",1982,"yes",645,25,"condo",17003,"formal","no","oil","NA","efficiency",1096.46333333333,2,21,1,5,103.04931372549,45.95,550000,1085.94,4317,82,624663.333333333,11360
"218",1926,"yes",414.84,30,"co-op",17003,"combo","no","oil","NA","eat in",768,1,1,1,3,187.56,40,325000,736.145,1608.267,97,311930,11106
"219",1985,"no",564,25,"condo",17004,"combo","no","gas","NA","eat in",155,3,7.41666666666667,2,7,126.602,45.27,680000,1498.44,5415,58,737810,11360
"220",1950,"no",487.09,29,"co-op",17007,"combo","no","gas","NA","eat in",685.665,1,3.44,1,4,69,35.51,103500,683.286666666667,1136.51,82,171730,11422
"221",1973,"no",105,25,"condo",17007,"combo","no","electric","NA","combo",498,2,6.9,1,4,218.25,40.78,452000,778,2287,90,489950,11367
"222",1930,"no",565.74,28,"co-op",17007,"other","no","oil","NA","eat in",559,1,6,1,3,161.6,47.6,255000,735.71,2536.26,94,298943.333333333,11374
"223",1950,"no",615.228,25,"co-op",17008,"formal","no","oil","NA","efficiency",560,1,3,1,3,89.97,50.765,205000,702.25,2368.43,86,222420,11367
"224",1960,"no",645,28,"co-op",17008,"combo","no","gas","NA","combo",739.785,1,27,1,3,167.228333333333,48.63,185000,770.9,2640.14,91,230405.833333333,11415
"225",1952,"yes",788.45,28,"co-op",17008,"other","yes","oil","NA","efficiency",906,2,7,1,4,130,49.45,415000,980.135714285714,3449.59,96,416520,11375
"226",1970,"no",261.773333333333,26,"co-op",17009,"combo","no","gas","NA","efficiency",1250,1,17,1,3,135,41.23,344000,857.503333333333,3021.5,67,345756.666666667,11360
"227",1950,"no",754.04,26,"co-op",17009,"combo","no","gas","NA","efficiency",815,2,2,1,5,61.17,51.25,239000,901.843333333333,2941.29,79,253190,11364
"228",1973,"yes",670,25,"condo",17009,"combo","yes","electric","yes","efficiency",832.906666666667,2,13,1,4,134.26,46.85,480000,870,3490,90,530110,11367
"229",1951,"yes",678.45,30,"co-op",17009,"other","yes","other","yes","combo",647,1,6,1,3,133,50,280000,805.1,2861.07,96,322490,11372
"230",1938,"no",623.4,28,"co-op",17010,"other","no","gas","yes","combo",435,0,6,1,2,163.147,48.3355555555556,135500,522.193333333333,2012.68,93,188206.666666667,11375
"231",1960,"yes",424.92,27,"co-op",17011,"combo","no","gas","NA","efficiency",550,1,5.13,1,3,74.52,42.25,66000,636.035,2041.238,76,173844.166666667,11414
"232",1970,"no",601.35,29,"co-op",17011,"combo","no","gas","NA","efficiency",773,1,8.75,1,3,120,48.56,185000,730.866666666667,2074.35666666667,95,203275.833333333,11432
"233",1950,"no",636.61,26,"co-op",17014,"other","no","gas","NA","combo",644,2,2,1,4,56.19,48.55,155000,571,1765.42,66,182015,11427
"234",1951,"no",700,26,"co-op",17014,"formal","no","gas","NA","combo",846.416666666667,2,2,1,5,44.21,50.06,207000,905.113333333333,2313.41,66,228990,11427
"235",1952,"yes",589.308,25,"co-op",17014,"formal","no","gas","NA","efficiency",536,1,6,1,3,84.5,49.49,179000,600,2331.638,86,222581.111111111,11354
"236",1961,"no",648,4,"co-op",17015,"other","no","none","NA","eat in",704.73,1,6,1,3,148.475,49.645,225000,776.7,2440.89,93,264683.333333333,11104
"237",1982,"no",756,25,"condo",17016,"combo","no","oil","yes","eat in",1191.66,2,21,2,5,95,46.73,635000,1050,3800,82,676296.666666667,11360
"238",1974,"no",718.418,25.83,"co-op",17017,"combo","no","gas","yes","efficiency",656,1,33,1,3,87,50,289000,630,3526.39333333333,54,320372,11005
"239",1951,"no",644,26,"co-op",17017,"combo","no","gas","NA","efficiency",693.08,2,2,1,4,50.4933333333333,47.54,155000,727.443333333333,1713.01,73,192070,11427
"240",1950,"yes",640.18,25,"co-op",17017,"combo","no","oil","NA","efficiency",805,1,2,1,3,45.0433333333333,49.71,167000,743.705,2174.91,78,204500,11357
"241",1921,"no",479.73,30,"co-op",17017,"combo","no","gas","NA","combo",789,2,5,1,5,196.04,39.83,290000,844.64,2251.347,96,363770,11105
"242",1965,"no",557.44,27,"co-op",17018,"combo","no","oil","NA","efficiency",397,0,6.68,1,2,85.3983333333333,49.13,55000,531.74,2131.968,76,155450,11414
"243",1960,"yes",599.93,27,"co-op",17018,"combo","no","gas","NA","efficiency",687,1,5.25,1,3,60.3933333333333,49.71,140000,696.09,2100.168,77,187681.666666667,11414
"244",1955,"yes",436.6,26,"co-op",17021,"combo","no","gas","NA","efficiency",739,1,3.09,1,3,74.13,37.67,168000,717.246666666667,1475.098,72,197830,11362
"245",1955,"yes",731.52,25,"co-op",17022,"formal","no","gas","NA","efficiency",824,2,3.94,1,5,54.39,49.94,238000,950,3053.05,85,274760,11354
"246",1950,"yes",470.95,26,"co-op",17022,"other","yes","gas","NA","eat in",765,2,2,1,5,80.27,39,330000,885.79,1872.53,86,317610,11004
"247",1953,"yes",440.046666666667,26,"co-op",17023,"combo","no","oil","NA","efficiency",722,1,2,1,3,73.51,35,181500,720.866666666667,1093.13,78,202700,11362
"248",1983,"no",667,25,"condo",17023,"combo","no","gas","NA","eat in",839.02,1,9.36,1,7,94.8326470588235,45.98,640000,1031.26,3144,82,642911.666666667,11360
"249",1950,"yes",655.598,25,"co-op",17023,"formal","yes","oil","NA","efficiency",670,1,3.44,1,4,100,50.68,198800,757.65,2530.73,88,226596.666666667,11367
"250",1938,"no",508,28,"condo",17023,"combo","no","oil","NA","efficiency",658.91,1,8.36,1,2,205.78,40.69,420000,778,3316,95,466940,11375
"251",1964,"yes",881.67,28,"co-op",17023,"formal","no","gas","NA","combo",1729,3,17.51,2,5,149.99,47.74,686000,1541.56,4397.75,97,742480,11375
"252",1964,"yes",881.67,28,"co-op",17023,"formal","no","gas","NA","combo",1729,3,17.51,2,5,149.99,47.74,686000,1541.56,4397.75,97,742480,11375
"253",1975,"no",1048.46,26,"co-op",17024,"formal","no","oil","yes","eat in",2292,3,34,2,7,168,50,820000,1950,4630.83,54,839820,11005
"254",1928,"yes",651.17,25,"co-op",17024,"combo","no","oil","NA","eat in",790,1,4,1,3,63.61,48,175000,769.91,2659.93,59,222230,11357
"255",1950,"yes",783.86,26,"co-op",17025,"formal","no","oil","NA","efficiency",994,2,2,1,5,54.93,50.54,265000,996.54,3364.3,77,291335,11362
"256",1952,"yes",1092.23,28,"co-op",17025,"formal","yes","gas","yes","eat in",1464,3,6,2,6,73,48.8,585000,1379,4266.095,94,581920,11375
"257",1963,"yes",687.73,27,"co-op",17028,"formal","yes","oil","NA","efficiency",763,2,2,1,5,49.3333333333333,49.55,132000,889.09,2737.27,70,215976.666666667,11414
"258",1966,"yes",330.206666666667,27,"condo",17028,"combo","yes","gas","NA","efficiency",512,1,6,1,3,89.51,41.36,259000,670.96,2220,76,298350,11414
"259",1950,"yes",574.01,28,"co-op",17029,"combo","yes","gas","NA","efficiency",595,1,6,1,3,125,46,235000,743,2350.66333333333,87,244776.111111111,11375
"260",2007,"no",259,25,"condo",17029,"formal","no","electric","NA","combo",798.985,2,5.52,2,7,162.54,33.09,565000,1075,200,98,625270,11354
"261",1978,"no",210,24,"condo",17030,"combo","no","gas","NA","efficiency",456.053333333333,1,3,1,3,136.86,40.84,298000,657,2037,84,343916.666666667,11379
"262",1964,"no",677.05,26,"co-op",17030,"other","no","gas","yes","efficiency",864,1,33,1,3,149.63,48.54,330000,827.57,3195.31833333333,99,368160,11375
"263",1950,"no",405.6,26,"co-op",17031,"combo","no","oil","NA","efficiency",497,1,3.58,1,3,69.96,40.51,177677,663.19,2027.8,59,221150,11004
"264",1950,"no",725.91,25,"co-op",17031,"combo","no","gas","yes","eat in",870,2,3,1,4,120,49.82,230000,902.685,2828.92,90,273800,11367
"265",1955,"yes",664.108,25,"co-op",17035,"combo","yes","oil","NA","efficiency",658,1,4.85,1,3,104.04,50.11,175000,720.8,2579.85,89,221160,11367
"266",1950,"no",1134.91,28,"co-op",17036,"formal","no","oil","yes","eat in",1493,3,6,2,8,71,47.83,690000,1595.08,4667.45,94,717700,11375
"267",1950,"no",701.26,24,"co-op",17037,"formal","no","gas","yes","eat in",801,2,6,1,4,85,49.28,355000,1100,3081.81,87,364185,11355
"268",1952,"no",416.83,11,"co-op",17037,"combo","no","gas","NA","efficiency",540,1,6,1,4,45,40,130000,670,1560.928,94,202696.666666667,11369
"269",1952,"yes",762.74,28,"co-op",17037,"combo","yes","gas","NA","eat in",825,2,15,1,4,150,50.42,315000,926.175,3362.395,96,367945,11374
"270",1951,"yes",675.98,30,"co-op",17038,"formal","yes","oil","NA","efficiency",714,1,6,1,3,111.65,49.56,170000,760,2507.8,94,221830,11369
"271",1958,"yes",440.53,25,"co-op",17042,"combo","no","oil","NA","eat in",837,1,6.92333333333333,1,3,60,39,246000,819.015,1884.72,52,264400,11357
"272",1950,"yes",429.58,26,"co-op",17042,"combo","no","oil","NA","efficiency",664,1,2,1,3,75.67,36.56,189000,682.676666666667,1202.99,68,212990,11362
"273",1955,"yes",622.45,26,"co-op",17042,"combo","no","gas","NA","combo",546,1,2,1,3,68.3733333333333,50,155500,670.705,2192.87,63,212100,11364
"274",1970,"yes",560.55,25,"co-op",17043,"combo","yes","oil","yes","efficiency",811,0,17,1,2,135,48,240000,758.715,2965.05571428571,71,275860,11360
"275",1952,"no",580.97,28,"co-op",17043,"combo","no","oil","NA","efficiency",723,1,6,1,4,100,46.82,145000,726.465,1740.13,83,193010,11435
"276",1987,"yes",243,28,"condo",17043,"combo","yes","gas","NA","eat in",760.543333333333,2,2,2,4,225,39.46,470000,1096,2600,92,515340,11415
"277",1958,"no",708.02,28,"co-op",17043,"combo","no","oil","NA","efficiency",814,1,9,1,3,123.265,49.495,129000,744.773333333333,2070.25,97,193132.5,11432
"278",1950,"yes",448.256666666667,26,"co-op",17044,"combo","yes","oil","NA","efficiency",679,1,3.83,1,3,64.27,39.31,172000,713.905,1541.97,47,205030,11426
"279",1955,"no",688.098,26,"co-op",17045,"combo","no","gas","yes","eat in",601,2,2,1,4,69.03,49.8375,222000,783.865,2736.95,68,256873.333333333,11364
"280",1949,"yes",711.12,25,"co-op",17045,"combo","yes","oil","NA","eat in",956,2,2,1,5,48.59,49.17,273000,950,3081.18,78,299800,11357
"281",1939,"no",638.83,28,"co-op",17045,"combo","no","oil","NA","eat in",723,1,6,1,3,152.46,49.975,255960,800,2635.685,94,304163.333333333,11375
"282",1955,"no",621.18,26,"co-op",17046,"combo","no","gas","NA","eat in",666,1,5.83,1,3,125,49.295,117000,770,1957.96,85,207523.333333333,11423
"283",1955,"yes",675.91,28,"co-op",17046,"combo","yes","oil","yes","efficiency",592,1,15,1,3,150,50,232500,750,2818.23,96,284722.5,11374
"284",1958,"no",868.85,25,"co-op",17050,"formal","no","gas","NA","eat in",830,3,2,1,6,20,48.195,347000,1128.47666666667,3196.235,72,358340,11360
"285",1950,"yes",388.89,26,"co-op",17051,"combo","no","gas","NA","efficiency",376,1,2,1,3,100,41.52,120000,598.84,2033.76,74,190366.666666667,11364
"286",1957,"yes",669.79,28,"co-op",17051,"combo","yes","oil","NA","combo",661,1,17,1,3,152.16,50,235000,745.128095238095,2835.28,92,274582.5,11374
"287",1954,"no",614.03,28,"co-op",17052,"combo","no","oil","NA","eat in",706,2,7,1,4,70.38,46.785,136000,760.42,1664.42,69,202010,11427
"288",1985,"yes",500,25,"condo",17053,"other","yes","gas","NA","eat in",660.74,1,8.28,1,4,122.91,39.3966666666667,469000,750,2800,53,516145,11360
"289",1953,"no",854,30,"co-op",17053,"other","no","gas","yes","efficiency",815.83,2,6,1,4,100,48.845,115000,700,2291.58333333333,77,227326.666666667,11368
"290",1970,"yes",442.195,24,"co-op",17056,"formal","no","oil","NA","eat in",711,2,5.43,1,5,69.3,41.77,180000,862.42,2375.51,78,264851.111111111,11421
"291",1956,"no",1093,25,"co-op",17056,"combo","no","gas","NA","eat in",1208.83,2,9.81,1,6,121.587142857143,48.8,430000,1500,3801.01,94,499776.666666667,11355
"292",1964,"no",469.85,28,"co-op",17057,"formal","no","oil","yes","efficiency",1117,2,1,2,5,158.593888888889,39.5,525000,1300,2964.695,98,553880,11375
"293",1947,"yes",374.85,26,"co-op",17058,"combo","yes","gas","NA","efficiency",497,1,2,1,3,67.8,38.42,189000,643.18,1246.85,74,236140,11004
"294",1958,"no",425.148666666667,30,"co-op",17058,"combo","no","gas","NA","efficiency",650,2,7.74,1,4,164.6,40.95,280000,831.38,2873.41,98,369390,11372
"295",1986,"yes",397,25,"condo",17059,"formal","yes","gas","yes","eat in",1246.465,3,3,2,6,96.7826470588235,39.19,540000,1289.615,3230,80,594481.666666667,11365
"296",1968,"no",422.81,24,"co-op",17059,"combo","no","gas","NA","efficiency",649,1,7,1,3,130.48,41.79,116000,800,2337.34,90,246520,11368
"297",1953,"no",585.626666666667,25,"co-op",17059,"formal","no","oil","NA","combo",765,2,5.47,1,4,103.88,48.19,360000,963.983333333333,3055.55666666667,96,379635,11355
"298",1928,"no",658,26,"co-op",17060,"combo","no","oil","NA","eat in",880,2,4.52,1,5,80.35,48.8,395000,985.04,3062.89,65,388610,11363
"299",1960,"no",473.83,25,"co-op",17060,"combo","no","gas","NA","eat in",711,1,6,1,3,80.97,41.2,245000,850,2736.91,88,275705,11355
"300",1929,"no",712.78,28,"co-op",17060,"combo","no","oil","NA","eat in",902,1,6,1,4,138.345,50,174000,843.143333333333,2540.51,92,231040,11415
"301",1987,"yes",373,25,"condo",17063,"combo","yes","gas","NA","combo",599.25,1,8.05,1,3,128.393333333333,40.55,328000,719.74,4613,97,432288.333333333,11355
"302",1953,"yes",409.5,26,"co-op",17064,"combo","no","oil","NA","efficiency",651,1,2,1,3,80.05,35.73,158000,668.181666666667,1172.78,74,204360,11362
"303",2009,"no",390,24,"condo",17064,"combo","no","gas","NA","combo",516.23,2,7,2,4,175.62,34.48,520000,837.93,744,98,576340,11373
"304",1952,"no",971.23,11,"co-op",17065,"formal","no","oil","yes","eat in",1414,3,14,2,7,138.175,48.45,5e+05,1434.82,4014.515,90,557883.333333333,11374
"305",1950,"no",728.46,26,"co-op",17066,"combo","no","gas","NA","efficiency",985,2,3,1,5,66.2,50.43,262000,943.945,3011.22,85,283610,11361
